supergrupo,Año,Ubicación,Detalle,Nombre grupo,ANIO,Color
Autodefensas de Puerto Boyacá (1979-1991),01/01/1991,"6.339256, -73.925305","<p>Habiendo ya anunciado la desmovilización de su grupo paramilitar, Henry Pérez fue asesinado el 20 de julio de 1991 en Puerto Boyacá por órdenes de Pablo Escobar. Para ese entonces, las autodefensas colaboraban con la fuerza pública para la captura del capo. Luis Antonio Meneses, alias ‘Ariel Otero’, el exteniente del Batallón Bárbula y segundo al mando del grupo paramilitar, fue promovido a jefe y, luego de negociar con el gobierno de César Gaviria, desmovilizó a las Autodefensas de Puerto Boyacá. </p>


<p>Alias ‘Ariel Otero’ fue asesinado en 1992 y en 1994 el grupo se rearmó bajo las órdenes de Arnubio Triana, alias ‘Botalón’. </p>",Autodefensas de Puerto Boyacá (1979-1991),1991,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2005,"5.960143, -74.592806","<p>Según cifras de la Fiscalía, entre 1994 y 2006 las Autodefensas de Puerto Boyacá desaparecieron a más de 160 personas de las cerca de 420 desaparecidas en la zona. Era costumbre que por orden de Arnubio Triana, alias ‘Botalón’, los ‘paras’ llevaran a sus víctimas a un lugar conocido como ‘Los Transmisores’ para desmembrarlas y tirarlas al río Magdalena.
</p>
<p>
Según documentó el portal VerdadAbierta.com, a octubre de 2014 se habían recuperado 42 cuerpos de 28 fosas comunes de la estructura paramilitar. Sobrevivientes han denunciado que estos ‘paras’ también desaparecieron y desplazaron a varios pobladores por ser homosexuales. Es público que la organización paramilitar contó desde sus inicios, casi treinta años antes, con la colaboración de miembros del Batallón Bárbula del Ejército.</p>",Autodefensas de Puerto Boyacá (1994-2006),2005,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2005,"6.299698, -73.965679","<p>Según cifras de la Fiscalía, entre 1994 y 2006 las Autodefensas de Puerto Boyacá desaparecieron a más de 160 personas de las cerca de 420 desaparecidas en la zona. Era costumbre que por orden de Arnubio Triana, alias ‘Botalón’, los ‘paras’ llevaran a sus víctimas a un lugar conocido como ‘Los Transmisores’ para desmembrarlas y tirarlas al río Magdalena.
</p>
<p>
Según documentó el portal VerdadAbierta.com, a octubre de 2014 se habían recuperado 42 cuerpos de 28 fosas comunes de la estructura paramilitar. Sobrevivientes han denunciado que estos ‘paras’ también desaparecieron y desplazaron a varios pobladores por ser homosexuales. Es público que la organización paramilitar contó desde sus inicios, casi treinta años antes, con la colaboración de miembros del Batallón Bárbula del Ejército.</p>",Autodefensas de Puerto Boyacá (1994-2006),2005,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2001,"5.960143, -74.592806","<p>Los ‘paras’ se concentraron en el municipio de Puerto Boyacá y algunos pueblos de Santander. Durante casi una década extorsionaron a comerciantes y campesinos, asesinaron a quienes consideraban “un peligro social” para la región y se financiaron con el robo de gasolina. En 1997 las Autodefensas de Puerto Boyacá se unieron a las Autodefensas Unidas de Colombia, pero mantuvieron su autonomía.</p>",Autodefensas de Puerto Boyacá (1994-2006),2001,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/02/2001,"6.299698, -73.965679","<p>Los ‘paras’ se concentraron en el municipio de Puerto Boyacá y algunos pueblos de Santander. Durante casi una década extorsionaron a comerciantes y campesinos, asesinaron a quienes consideraban “un peligro social” para la región y se financiaron con el robo de gasolina. En 1997 las Autodefensas de Puerto Boyacá se unieron a las Autodefensas Unidas de Colombia, pero mantuvieron su autonomía.</p>",Autodefensas de Puerto Boyacá (1994-2006),2001,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2006,"5.960143, -74.592806","<p>En enero de 2006 cerca de 740 miembros de las Autodefensas de Puerto Boyacá se desmovilizaron en la vereda El Marfil de Puerto Boyacá, en el departamento de Boyacá. Arnubio Triana, alias ‘Botalón’, exjefe del grupo paramilitar, fue condenado por más de 300 crímenes y quedó en libertad en septiembre de 2015 tras cumplir los ocho años de prisión que exige el proceso de Justicia y Paz. El grupo armado que ‘Botalón’ coordinó dejó al menos 5.000 víctimas.
</p>
<p>
A excepción de un periodo de tres años entre 1991 y 1994 en el que las Autodefensas de Puerto Boyacá se desmovilizaron y rearmaron, este grupo ilegal delinquió en el Magdalena Medio desde finales de los años setenta, siendo considerada como el primer grupo de autodefensa consolidado que ha existido en Colombia. La estructura paramilitar de este grupo armado sirvió como un modelo para que se replicara en otras regiones del país.</p>",Autodefensas de Puerto Boyacá (1994-2006),2006,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2006,"6.299698, -73.965679","<p>En enero de 2006 cerca de 740 miembros de las Autodefensas de Puerto Boyacá se desmovilizaron en la vereda El Marfil de Puerto Boyacá, en el departamento de Boyacá. Arnubio Triana, alias ‘Botalón’, exjefe del grupo paramilitar, fue condenado por más de 300 crímenes y quedó en libertad en septiembre de 2015 tras cumplir los ocho años de prisión que exige el proceso de Justicia y Paz. El grupo armado que ‘Botalón’ coordinó dejó al menos 5.000 víctimas.
</p>
<p>
A excepción de un periodo de tres años entre 1991 y 1994 en el que las Autodefensas de Puerto Boyacá se desmovilizaron y rearmaron, este grupo ilegal delinquió en el Magdalena Medio desde finales de los años setenta, siendo considerada como el primer grupo de autodefensa consolidado que ha existido en Colombia. La estructura paramilitar de este grupo armado sirvió como un modelo para que se replicara en otras regiones del país.</p>",Autodefensas de Puerto Boyacá (1994-2006),2006,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2002,"5.960143, -74.592806","<p>En el año 1997 las Autodefensas de Puerto Boyacá se unieron a las Autodefensas Unidas de Colombia, Auc, pero conservaron su independencia. Según una entrevista que el portal VerdadAbierta.com le hizo a Arnubio Triana, alias ‘Botalón’, las únicas órdenes que el grupo paramilitar recibió de Carlos Castaño, jefe de las Auc, fueron entre los años 2000 y 2002 y consistieron en acoger a otros grupos de autodefensa más pequeños que delinquían en la región y en votar por un senador en los comisión de 2002.
</p>
<p>
Los ‘paras’ de las Autodefensas de Puerto Boyacá delinquieron en algunos municipios de Santander como Cimitarra y en Puerto Boyacá, Boyacá. Los límites de su influencia territorial estuvieron marcados por las zonas en las que delinquían otros grupos paramilitares: en el Magdalena Medio con las Autodefensas Campesinas del Magdalena Medio de Ramón Isaza, en Santander con el Bloque Central Bolívar y en cercanías del río Negro con el Bloque Cundinamarca.</p>",Autodefensas de Puerto Boyacá (1994-2006),2002,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2002,"6.299698, -73.965679","<p>En el año 1997 las Autodefensas de Puerto Boyacá se unieron a las Autodefensas Unidas de Colombia, Auc, pero conservaron su independencia. Según una entrevista que el portal VerdadAbierta.com le hizo a Arnubio Triana, alias ‘Botalón’, las únicas órdenes que el grupo paramilitar recibió de Carlos Castaño, jefe de las Auc, fueron entre los años 2000 y 2002 y consistieron en acoger a otros grupos de autodefensa más pequeños que delinquían en la región y en votar por un senador en los comisión de 2002.
</p>
<p>
Los ‘paras’ de las Autodefensas de Puerto Boyacá delinquieron en algunos municipios de Santander como Cimitarra y en Puerto Boyacá, Boyacá. Los límites de su influencia territorial estuvieron marcados por las zonas en las que delinquían otros grupos paramilitares: en el Magdalena Medio con las Autodefensas Campesinas del Magdalena Medio de Ramón Isaza, en Santander con el Bloque Central Bolívar y en cercanías del río Negro con el Bloque Cundinamarca.</p>",Autodefensas de Puerto Boyacá (1994-2006),2002,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2003,"5.960143, -74.592806","<p>En 2003, Arnubio Triana, alias ‘Botalón’, exjefe de las Autodefensas de Puerto Boyacá, aceptó negociar con el gobierno Uribe en miras a una posible desmovilización. Mientras aumentaban los acercamientos entre las partes, el grupo paramilitar continuó delinquiendo en Puerto Boyacá, municipio ubicado en Boyacá, y en algunos municipios de Santander. La región del Magdalena Medio se la dividió con los paramilitares de Ramón Isaza.</p>",Autodefensas de Puerto Boyacá (1994-2006),2003,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2003,"6.299698, -73.965679","<p>En 2003, Arnubio Triana, alias ‘Botalón’, exjefe de las Autodefensas de Puerto Boyacá, aceptó negociar con el gobierno Uribe en miras a una posible desmovilización. Mientras aumentaban los acercamientos entre las partes, el grupo paramilitar continuó delinquiendo en Puerto Boyacá, municipio ubicado en Boyacá, y en algunos municipios de Santander. La región del Magdalena Medio se la dividió con los paramilitares de Ramón Isaza.</p>",Autodefensas de Puerto Boyacá (1994-2006),2003,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2000,"5.960143, -74.592806","<p>Comenzando el nuevo siglo las Autodefensas de Puerto Boyacá permanecieron en Puerto Boyacá, Boyacá, y en algunos municipios de Santander como Cimitarra y Puerto Parra. Desde finales de los años noventa este grupo paramilitar se financió con el robo de combustible y la extorsión a empresarios petroleros y productores cocaleros. Esta información fue documentada por el portal VerdadAbierta.com en entrevista con Arnubio Triana, alias ‘Botalón’, exjefe del grupo ilegal, aunque también extorsionó a comerciantes y campesinos de la región.
</p>
<p>
En la misma entrevista, Orlando de Jesús Arboleda, alias ‘Lucho’, un desmovilizado del grupo paramilitar, afirmó que el robo de combustible fue el mayor medio de financiación de las autodefensas en el Magdalena Medio.</p>",Autodefensas de Puerto Boyacá (1994-2006),2000,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2000,"6.299698, -73.965679","<p>Comenzando el nuevo siglo las Autodefensas de Puerto Boyacá permanecieron en Puerto Boyacá, Boyacá, y en algunos municipios de Santander como Cimitarra y Puerto Parra. Desde finales de los años noventa este grupo paramilitar se financió con el robo de combustible y la extorsión a empresarios petroleros y productores cocaleros. Esta información fue documentada por el portal VerdadAbierta.com en entrevista con Arnubio Triana, alias ‘Botalón’, exjefe del grupo ilegal, aunque también extorsionó a comerciantes y campesinos de la región.
</p>
<p>
En la misma entrevista, Orlando de Jesús Arboleda, alias ‘Lucho’, un desmovilizado del grupo paramilitar, afirmó que el robo de combustible fue el mayor medio de financiación de las autodefensas en el Magdalena Medio.</p>",Autodefensas de Puerto Boyacá (1994-2006),2000,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2004,"5.960143, -74.592806","<p>Al tiempo que el exjefe de las Autodefensas de Puerto Boyacá Arnubio Triana, alias ‘Botalón’, negociaba la desmovilización con el gobierno Uribe en 2004, el grupo paramilitar se aglomeró en Puerto Boyacá, un municipio boyacense ubicado en la orilla del río Magdalena, y en algunos municipios de Santander donde continuó delinquiendo. En entrevista con el portal VerdadAbierta.com, ‘Botalón’ contó que los hermanos Carlos y Vicente Castaño, exjefes de las Auc, fueron quienes lo invitaron a desmovilizarse.
</p>
<p>
Los ‘paras’ de las Autodefensas de Puerto Boyacá acusaron a sus víctimas de pertenecer o auxiliar a la guerrilla, ser informantes del Ejército, consumir droga y robar, pero familiares de las víctimas han negado la veracidad de estas acusaciones dentro del proceso de Justicia y Paz.</p>",Autodefensas de Puerto Boyacá (1994-2006),2004,large_green
Autodefensas de Puerto Boyacá (1994-2006),01/01/2004,"6.299698, -73.965679","<p>Al tiempo que el exjefe de las Autodefensas de Puerto Boyacá Arnubio Triana, alias ‘Botalón’, negociaba la desmovilización con el gobierno Uribe en 2004, el grupo paramilitar se aglomeró en Puerto Boyacá, un municipio boyacense ubicado en la orilla del río Magdalena, y en algunos municipios de Santander donde continuó delinquiendo. En entrevista con el portal VerdadAbierta.com, ‘Botalón’ contó que los hermanos Carlos y Vicente Castaño, exjefes de las Auc, fueron quienes lo invitaron a desmovilizarse.
</p>
<p>
Los ‘paras’ de las Autodefensas de Puerto Boyacá acusaron a sus víctimas de pertenecer o auxiliar a la guerrilla, ser informantes del Ejército, consumir droga y robar, pero familiares de las víctimas han negado la veracidad de estas acusaciones dentro del proceso de Justicia y Paz.</p>",Autodefensas de Puerto Boyacá (1994-2006),2004,large_green
